year,electorate,party,candidate,all,ordinary,special
2008,Papakura,ACT,"THOMPSON, John Stanley",1057,926,131
2008,Papakura,Green Party,"GRIMWOOD, Rachel Louise",1283,1079,204
2008,Papakura,Labour Party,"HEREORA, David",8539,7320,1219
2008,Papakura,NZ First,"CATCHPOLE, Brent Stanley",1504,1304,200
2008,Papakura,National Party,"COLLINS, Judith Anne",18816,16869,1947
2008,Papakura,RAM - Residents Action Movement,"O'DEA, Patrick John",102,90,12
2008,Papakura,United Future,"MOCKRIDGE, Bryan",225,207,18
2008,Port Hills,ACT,"RUSSELL, Geoffrey Neil",500,428,72
2008,Port Hills,Alliance,"McKENZIE, Andrew John",153,131,22
2008,Port Hills,Green Party,"BURSTON, Joseph Daniel",3464,2944,520
2008,Port Hills,Jim Anderton's Progressive,"CLEARWATER, Philip Thomas",1144,998,146
2008,Port Hills,Kiwi Party,"GRAY, Henry Robert Wilton",337,294,43
2008,Port Hills,Labour Party,"DYSON, Ruth Suzanne",16834,14802,2032
2008,Port Hills,National Party,"HEFFERNAN, Terence Michael",13382,11870,1512
2008,Port Hills,United Future,"LOOMES, Robin Andrew",215,188,27
2008,Rangitata,ACT,"McCAW, Peter Logan",655,601,54
2008,Rangitata,Independent,"TEW, Paul Regan",555,512,43
2008,Rangitata,Kiwi Party,"BUNTING, Antony George Osmond",759,687,72
2008,Rangitata,Labour Party,"BLANCHARD, Julian Malcolm",13647,12510,1137
2008,Rangitata,National Party,"GOODHEW, Joanne Gay",21759,20108,1651
2008,Rangitata,United Future,"WARD, Brian James",230,207,23
2008,Rangitikei,ACT,"THOMPSON, Jean Grace",535,470,65
2008,Rangitikei,Independent,"GIBSON, Stephen Graham",786,713,73
2008,Rangitikei,Labour Party,"ANGUS BURNEY, Jills Helen",9759,8825,934
2008,Rangitikei,National Party,"POWER, Simon James",21801,19837,1964
2008,Rangitikei,United Future,"LANGFORD, John Anthony",300,258,42
2008,Rimutaka,ACT,"KEARNEY, Nigel Bruce",453,415,38
2008,Rimutaka,Green Party,"VIGRASS, Lynette Claire",1755,1515,240
2008,Rimutaka,Jim Anderton's Progressive,"MAURICE, John",272,246,26
2008,Rimutaka,Labour Party,"HIPKINS, Christopher John",13735,12379,1356
2008,Rimutaka,NZ First,"MARK, Ron Stanley",5257,4851,406
2008,Rimutaka,National Party,"WHITESIDE, Richard Wood",12982,11825,1157
2008,Rimutaka,United Future,"HURN, Jennifer",522,471,51
2008,Rodney,ACT,"GOOD, Beryl Marjorie",1760,1609,151
2008,Rodney,Family Party,"ADAMS, Karl Robert",735,670,65
2008,Rodney,Green Party,"HAY, David Robert",2890,2542,348
2008,Rodney,Kiwi Party,"DYER, Simonne Marie",581,528,53
2008,Rodney,Labour Party,"ROBERTS, Conor George",7063,6303,760
2008,Rodney,NZ First,"MARTIN, Tracey Anne",1599,1428,171
2008,Rodney,National Party,"SMITH, Alexander Lockwood",22698,20479,2219
2008,Rodney,United Future,"DEAL, Kathleen Mary",245,219,26
2008,Rongotai,ACT,"BRIDGE, Michael Lance Cyprian",425,361,64
2008,Rongotai,Green Party,"NORMAN, Russel William",5925,4898,1027
2008,Rongotai,Kiwi Party,"COPELAND, Gordon Frank",515,455,60
2008,Rongotai,Labour Party,"KING, Annette Faye",19614,16982,2632
2008,Rongotai,Libertarianz,"LEES, Mitchell Burman",100,88,12
2008,Rongotai,National Party,"FINLAYSON, Christopher Francis",10594,9210,1384
2008,Rongotai,United Future,"MUTHU, Karuna",223,187,36
2008,Rotorua,Green Party,"SAVILLE, Raewyn Frances",1665,1461,204
2008,Rotorua,Kiwi Party,"SMITH, Daryl James",365,336,29
2008,Rotorua,Labour Party,"CHADWICK, Stephanie Anne",12635,11490,1145
2008,Rotorua,Libertarianz,"STEVENS, Alfred Petrus Antonius",82,78,4
2008,Rotorua,National Party,"McCLAY, Todd Michael",17700,16332,1368
2008,Rotorua,RAM - Residents Action Movement,"ROGERS, Grant Thomas",145,126,19
2008,Rotorua,United Future,"SOLOMON, Arthur Gus",241,205,36
2008,Selwyn,ACT,"WATSON, Ivor George",539,479,60
2008,Selwyn,Family Party,"DENNIS, Samuel James",493,444,49
2008,Selwyn,Independent,"WOODS, Willliam Edward",603,522,81
2008,Selwyn,Jim Anderton's Progressive,"MAIN, Philippa Ruth",1316,1197,119
2008,Selwyn,Kiwi Party,"WILLIAMSON, Eleanor Gaye",296,265,31
2008,Selwyn,Labour Party,"COATES, David Andrew",10761,9775,986
2008,Selwyn,National Party,"ADAMS, Amy Juliet",21836,20007,1829
2008,Selwyn,United Future,"ROGERS, Victoria Jane",253,220,33
2008,Tamaki,ACT,"SIMMONS, Christopher William",1683,1466,217
2008,Tamaki,Green Party,"LECKINGER, Richard John",2216,1802,414
2008,Tamaki,Jim Anderton's Progressive,"TAYLOR, Ralph James Willis",292,259,33
2008,Tamaki,Labour Party,"BARTLEY, Josephine Ruth",7843,6669,1174
2008,Tamaki,NZ First,"NABBS, Douglas William John",639,558,81
2008,Tamaki,National Party,"PEACHEY, Allan Frederick",24863,21668,3195
2008,Tamaki,United Future,"GRAYDON, Gregory Victor",282,239,43
2008,Tamaki Makaurau,Green Party,"CURTIS, Michael James",931,781,150
2008,Tamaki Makaurau,Independent,"TE WAAKA, Kane",122,104,18
2008,Tamaki Makaurau,Independent,"WADDELL, Marama Nathan",120,99,21
2008,Tamaki Makaurau,Kiwi Party,"KUPENGA, Vapnierka",129,117,12
2008,Tamaki Makaurau,Labour Party,"WALL, Louisa Hareruia",5336,4774,562
2008,Tamaki Makaurau,Maori Party,"SHARPLES, Pita Russell",12876,11153,1723
2008,Taranaki-King Country,ACT,"IZARD, Nowell William",767,691,76
2008,Taranaki-King Country,Democrats for Social Credit,"PARKER, Iain Donald",302,287,15
2008,Taranaki-King Country,Green Party,"HAMILL, Robert Miles",2675,2306,369
2008,Taranaki-King Country,Labour Party,"van de WEERT, Renee Louise",6216,5652,564
2008,Taranaki-King Country,National Party,"ARDERN, Philip Shane",21834,20170,1664
2008,Taupo,Independent,"BLOXHAM, Martin Leo",236,197,39
2008,Taupo,Independent,"MAC, Robbie",313,275,38
2008,Taupo,Labour Party,"BURTON, Richard Mark",13766,12547,1219
2008,Taupo,National Party,"UPSTON, Louise Claire",20211,18453,1758
2008,Taupo,United Future,"EDWARDS, Maxwell Albert",377,327,50
2008,Tauranga,ACT,"SCOTT, Ronald John Charles",217,190,27
2008,Tauranga,Democrats for Social Credit,"RANSOM, Katherine Elizabeth",31,22,9
2008,Tauranga,Green Party,"SUMMERHAYS, Karen Mary",1461,1266,195
2008,Tauranga,Independent,"EATWELL, Richard Gray William",111,104,7
2008,Tauranga,Independent,"LEAMING, Terence Alfred",30,26,4
2008,Tauranga,Kiwi Party,"BALDOCK, Larry David",1893,1713,180
2008,Tauranga,Labour Party,"PANKHURST, Anne Marie",2856,2430,426
2008,Tauranga,NZ First,"PETERS, Winston Raymond",9309,8388,921
2008,Tauranga,National Party,"BRIDGES, Simon Joseph",21051,19130,1921
2008,Tauranga,The Republic of NZ Party,"MACARTNEY, David Edwin",20,15,5
2008,Tauranga,United Future,"WILLOCKS, John Douglas",76,60,16
2008,Te Atatu,ACT,"BELTOWSKI, Lech Andrzej",891,781,110
2008,Te Atatu,Alliance,"van RUYSSEVELT, Robert",94,84,10
2008,Te Atatu,Green Party,"GOLDIE, Xavier Heath",1003,798,205
2008,Te Atatu,Jim Anderton's Progressive,"ROY, Pavitra Kumar",244,212,32
2008,Te Atatu,Kiwi Party,"van KEMPEN, Josephine Mary",260,214,46
2008,Te Atatu,Labour Party,"CARTER, Chris Joseph",16459,14301,2158
2008,Te Atatu,NZ Pacific Party,"AH TONG, Fiasili Jackueline",435,359,76
2008,Te Atatu,National Party,"HENARE, Raymond Tau",11161,9841,1320
2008,Te Atatu,United Future,"SOLOMON-MUA, Talei",250,211,39
2008,Te Tai Hauauru,Labour Party,"MASON, Errol Turuki",5589,5079,510
2008,Te Tai Hauauru,Maori Party,"TURIA, Tariana",13406,11988,1418
2008,Te Tai Tokerau,ACT,"TASHKOFF, Peter Boris",680,619,61
2008,Te Tai Tokerau,Aotearoa Legalise Cannabis Party,"DANIELS, Judy Merle",788,689,99
2008,Te Tai Tokerau,Hapu Party,"RANKIN, David Malcolm",202,169,33
2008,Te Tai Tokerau,Labour Party,"DAVIS, Kelvin Glen",5711,5181,530
2008,Te Tai Tokerau,Maori Party,"HARAWIRA, Hone Pani Tamati Waka Nene",12019,10651,1368
2008,Te Tai Tonga,Green Party,"LANGSBURY, Dora Roimata",2076,1842,234
2008,Te Tai Tonga,Labour Party,"OKEROA, Mahara",7962,7241,721
2008,Te Tai Tonga,Maori Party,"KATENE, Rahui Reid",9011,7993,1018
2008,Tukituki,ACT,"LENNOX, Kenneth Duncan",523,472,51
2008,Tukituki,Alliance,"O'NEILL, Thomas Arthur",104,95,9
2008,Tukituki,Democrats for Social Credit,"PULFORD, Barry Reece",73,64,9
2008,Tukituki,Green Party,"DUTHIE, Quentin John",1792,1575,217
2008,Tukituki,Jim Anderton's Progressive,"PATCHETT, Elizabeth Dawn",270,247,23
2008,Tukituki,Labour Party,"BARKER, Richard John",12292,11160,1132
2008,Tukituki,National Party,"FOSS, Craig Raymond Robert",20103,18347,1756
2008,Waiariki,Labour Party,"RIRINUI, Mita Michael",5969,5451,518
2008,Waiariki,Maori Party,"FLAVELL, Te Ururoa James William Ben",12781,11408,1373
2008,Waikato,ACT,"DAVIES, Mark Marshall",1089,981,108
2008,Waikato,Democrats for Social Credit,"PEMBERTON, John Stuart",122,112,10
2008,Waikato,Green Party,"HARPER, Wendy Barbara",1484,1259,225
2008,Waikato,Kiwi Party,"ROSS, James Alexander",278,246,32
2008,Waikato,Labour Party,"ARDERN, Jacinda Kate Laurell",7272,6495,777
2008,Waikato,NZ First,"STEWART, Barbara Joy",1353,1237,116
2008,Waikato,National Party,"TISCH, William Lindsay",20122,18212,1910
2008,Waimakariri,ACT,"KEOWN, Aaron Vernon Lee",1717,1550,167
2008,Waimakariri,Green Party,"LIEFTING, Alan",1253,1064,189
2008,Waimakariri,Kiwi Party,"BAKER, Leighton James",536,492,44
2008,Waimakariri,Labour Party,"COSGROVE, Clayton James",16360,15230,1130
2008,Waimakariri,NZ First,"MARK-SHADBOLT, Melanie Jane",1157,1071,86
2008,Waimakariri,National Party,"WILKINSON, Catherine Joan",15970,14695,1275
2008,Waimakariri,United Future,"SHEFFIELD-CRANSTOUN, Kelleigh Teresa",114,101,13
2008,Wairarapa,ACT,"ATKINSON, Shane Whitford",721,660,61
2008,Wairarapa,Alliance,"TUBMAN, Amy Louise",101,91,10
2008,Wairarapa,Green Party,"WOODCOCK, Michael David",1878,1678,200
2008,Wairarapa,Labour Party,"MACKENZIE, Denise Lillian",11766,10854,912
2008,Wairarapa,Libertarianz,"McGRATH, Richard Graham",453,415,38
2008,Wairarapa,NZ First,"PERRY, Edwin Jock",2646,2468,178
2008,Wairarapa,National Party,"HAYES, John Bernard",18524,17145,1379
2008,Wairarapa,United Future,"REEVES, Graeme Leonard",219,201,18
2008,Waitakere,ACT,"RIDDELL, John Godfrey",482,424,58
2008,Waitakere,Alliance,"ETHELL, Sandra Margaret",78,73,5
2008,Waitakere,Family Party,"KIDD, Michael John",358,319,39
2008,Waitakere,Green Party,"STEWART, Gary Todd",1676,1373,303
2008,Waitakere,Independent,"BECKMANNFLAY, Rita Harriet",107,91,16
2008,Waitakere,Labour Party,"PILLAY, Barbara Lynne",13072,11526,1546
2008,Waitakere,NZ First,"McNAIR, Craig Simon",597,526,71
2008,Waitakere,NZ Pacific Party,"TURNER-TUPOU, Fia Taemanu",448,366,82
2008,Waitakere,National Party,"BENNETT, Paula Lee",13704,12436,1268
2008,Waitaki,ACT,"FRASER, John Cameron",516,461,55
2008,Waitaki,Alliance,"MacRITCHIE, Norman",93,79,14
2008,Waitaki,Democrats for Social Credit,"VAN WIEREN, Hessel Christiaan",140,130,10
2008,Waitaki,Direct Democracy Party,"GUY, Simon David",70,62,8
2008,Waitaki,Green Party,"BRIGGS, Oliver Laurence",1916,1627,289
2008,Waitaki,Jim Anderton's Progressive,"MAIN, Claire Victoria",333,305,28
2008,Waitaki,Labour Party,"PARKER, David William",12610,11472,1138
2008,Waitaki,National Party,"DEAN, Jacqueline Isobel",23649,21633,2016
2008,Wellington Central,ACT,"ROY, Heather Jean",922,744,178
2008,Wellington Central,Alliance,"WALLIS, Richard Anthony",39,30,9
2008,Wellington Central,Aotearoa Legalise Cannabis Party,"APPLEBY, Michael George",407,305,102
2008,Wellington Central,Green Party,"KEDGLEY, Susan Jane",5971,4419,1552
2008,Wellington Central,Independent,"MANSELL, Allan Joseph",58,49,9
2008,Wellington Central,Jim Anderton's Progressive,"SOMERSET, David",141,122,19
2008,Wellington Central,Kiwi Party,"CLEMENT, Rebekah Catherine",106,86,20
2008,Wellington Central,Labour Party,"ROBERTSON, Grant Murray",17046,14028,3018
2008,Wellington Central,Libertarianz,"DARNTON, Bernard Timothy",75,52,23
2008,Wellington Central,National Party,"FRANKS, Stephen Leslie",15142,12542,2600
2008,Wellington Central,RAM - Residents Action Movement,"BROOKES, Grant Donald",61,48,13
2008,Wellington Central,The Republic of NZ Party,"HARNISH, Justin",46,39,7
2008,Wellington Central,United Future,"SMITH, Vaughan",226,178,48
2008,Wellington Central,Workers Party,"FRANKS, Donald George",171,143,28
2008,West Coast-Tasman,Aotearoa Legalise Cannabis Party,"WILKINSON, Steven Crawford George",623,542,81
2008,West Coast-Tasman,Aotearoa NZ Youth Party,"TERRY, Robert",50,41,9
2008,West Coast-Tasman,Green Party,"HAGUE, Kevin Grant",2102,1820,282
2008,West Coast-Tasman,Labour Party,"O'CONNOR, Damien Peter",14873,13743,1130
2008,West Coast-Tasman,McGillicuddy Serious Party,"RICHARDS, Stephen Thomas",259,232,27
2008,West Coast-Tasman,NZ Representative Party,"TURNER, Reginald Eric John",62,55,7
2008,West Coast-Tasman,National Party,"AUCHINVOLE, Christopher John",15844,14799,1045
2008,West Coast-Tasman,United Future,"SMITH, Jocelyn Penelope",252,234,18
2008,Whanganui,ACT,"DAVIDSON, Alan Daniel",336,299,37
2008,Whanganui,Democrats for Social Credit,"SMITH, Heather Marion",225,204,21
2008,Whanganui,Green Party,"MILNES, John Ingham",1503,1320,183
2008,Whanganui,Labour Party,"McDOUALL, Hamish Crichton",12739,11690,1049
2008,Whanganui,National Party,"BORROWS, Kerry James",19072,17535,1537
2008,Whangarei,ACT,"McCLELLAND, Thomas John",304,276,28
2008,Whangarei,Democrats for Social Credit,"GOODHUE, Edgar Kenneth",179,168,11
2008,Whangarei,Green Party,"DOHERTY, Paul William",2731,2456,275
2008,Whangarei,Independent,"HEDGES, Donald Mitchell",74,67,7
2008,Whangarei,Independent,"VALLINGS, Simon Kingsley",113,104,9
2008,Whangarei,Jim Anderton's Progressive,"SHEPHERD, Vivienne Mary",636,599,37
2008,Whangarei,Labour Party,"CHALMERS, William Paul",8393,7675,718
2008,Whangarei,Libertarianz,"HUGHES, Helen Kay",61,52,9
2008,Whangarei,National Party,"HEATLEY, Philip Reeve",23056,21311,1745
2008,Whangarei,RAM - Residents Action Movement,"KAIPO, Martin",281,253,28
2008,Whangarei,United Future,"GUNSTON, Maureen Patricia Anne",107,100,7
2008,Wigram,ACT,"GARDINER, Matthew",355,305,50
2008,Wigram,Alliance,"DOWIE, Thomas William",55,41,14
2008,Wigram,Democrats for Social Credit,"RING, John Charles",32,29,3
2008,Wigram,Green Party,"TAYLOR, Peter",1802,1496,306
2008,Wigram,Jim Anderton's Progressive,"ANDERTON, James Patrick",15320,13882,1438
2008,Wigram,Kiwi Party,"CAMERON, Lindsay Angus",321,282,39
2008,Wigram,Labour Party,"EBBORN-GILLESPIE, Erin Mai",5214,4425,789
2008,Wigram,Libertarianz,"MORGAN, Benjamin James",55,48,7
2008,Wigram,NZ Economic Euthenics Party,"HANSEN, Christopher Michael",28,24,4
2008,Wigram,NZ First,"CAMPBELL, Steven Robert",471,401,70
2008,Wigram,National Party,"ALEXANDER, Marc Antonius",10553,9334,1219
2008,Wigram,United Future,"ROBERTS, Vanessa Joy",219,187,32
2011,Auckland Central,ACT,"SEYMOUR, David Breen",149,105,44
2011,Auckland Central,Conservative,"GREENFIELD, Stephen Thomas",238,187,51
2011,Auckland Central,Green Party,"ROCHE, Denise Maree",2903,2177,726
2011,Auckland Central,Human Rights Party,"VAN DEN HEUVEL, Anthony Joseph James",68,56,12
2011,Auckland Central,Labour Party,"ARDERN, Jacinda Kate Laurell",14321,11823,2498
2011,Auckland Central,NZ First,"DAVIES, Allen Edwin",412,336,76
2011,Auckland Central,National Party,"KAYE, Nicola Laura",15038,12356,2682
2011,Bay of Plenty,Conservative,"REDMAN, Peter Charles",1306,1238,68
2011,Bay of Plenty,Labour Party,"DEVOY-HEENA, Carol Rosemary",5950,5346,604
2011,Bay of Plenty,Mana,"TIPENE, Tangi Sharon",251,220,31
2011,Bay of Plenty,NZ First,"DOLMAN, Raymond",3704,3467,237
2011,Bay of Plenty,National Party,"RYALL, Anthony Boyd Williams",23710,22023,1687
2011,Bay of Plenty,United Future,"CARTER, Brian Hubert",213,196,17
2011,Botany,ACT,"MURPHY, Lynette Mary",631,569,62
2011,Botany,Conservative,"YOUNG, Paul Chung-Che",2135,2011,124
2011,Botany,Labour Party,"WU, Chao-Fu",7039,6264,775
2011,Botany,National Party,"ROSS, Jami-Lee Matenga",17780,16321,1459
2011,Botany,United Future,"PARKASH, Ram",185,166,19
2011,Christchurch Central,ACT,"SEVERIN, Toni Gae",110,93,17
2011,Christchurch Central,Conservative,"COOKE, Michael Francis",439,380,59
2011,Christchurch Central,Green Party,"MOORHOUSE, David Peter",2321,1812,509
2011,Christchurch Central,Independent,"CHANDLER, Luke Alex",138,112,26
2011,Christchurch Central,Labour Party,"BURNS, Brendon",12017,10418,1599
2011,Christchurch Central,National Party,"WAGNER, Nicola Joanne",12064,10515,1549
2011,Christchurch East,Aotearoa Legalise Cannabis Party,"BRITNELL, Michael Allan",254,205,49
2011,Christchurch East,Conservative,"BAKER, Leighton James",522,474,48
2011,Christchurch East,Green Party,"MATHERS, Mojo Celeste",1347,1148,199
2011,Christchurch East,Labour Party,"DALZIEL, Lianne Audrey",15559,14212,1347
2011,Christchurch East,National Party,"GILMORE, Aaron Wayne",10225,9271,954
2011,Christchurch East,United Future,"MILLER, Johnny Isaac",108,97,11
2011,Clutha-Southland,ACT,"NICOLSON, Donald Owen",796,744,52
2011,Clutha-Southland,Conservative,"CALVERLEY, William Ross",787,745,42
2011,Clutha-Southland,Democrats for Social Credit,"MILLS, Robert Alexander",128,124,4
2011,Clutha-Southland,Green Party,"GOLDSMITH, Rachael Louise",2633,2315,318
2011,Clutha-Southland,Labour Party,"LOO, Tat Ang",5207,4823,384
2011,Clutha-Southland,NZ Sovereignty Party,"CORBETT, Anthony James",130,119,11
2011,Clutha-Southland,National Party,"ENGLISH, Simon William",21375,19727,1648
2011,Coromandel,Aotearoa Legalise Cannabis Party,"FITTON, Jay William",454,397,57
2011,Coromandel,Conservative,"RUREHE, Hugh Telford",853,809,44
2011,Coromandel,Green Party,"DELAHUNTY, Catherine",5660,5091,569
2011,Coromandel,Independent,"TURNER, Teresa Lynette",54,54,0
2011,Coromandel,Labour Party,"KININMONTH, Hugh Gerrard",5831,5422,409
2011,Coromandel,NZ First,"STONE, Kevin Arthur",2118,2011,107
2011,Coromandel,National Party,"SIMPSON, Scott Anthony",18571,17226,1345
2011,Coromandel,United Future,"GRAF, Steven Hilton",195,174,21
2011,Dunedin North,ACT,"McCALLUM, Guy Daniel",159,132,27
2011,Dunedin North,Alliance,"BILLOT, Victor Philip",210,184,26
2011,Dunedin North,Aotearoa Legalise Cannabis Party,"CRAWFORD, Julian Lloyd",398,317,81
2011,Dunedin North,Democrats for Social Credit,"NOBLE, Jeremy Kenneth",196,179,17
2011,Dunedin North,Green Party,"STANTON TUREI, Metiria Leanne Agnes",5721,4776,945
2011,Dunedin North,Labour Party,"CLARK, David Scott",12976,11538,1438
2011,Dunedin North,National Party,"WOODHOUSE, Michael Allan",9487,8212,1275
2011,Dunedin North,United Future,"GEORGE, Peter Don",176,147,29
2011,Dunedin South,ACT,"HANNAH, Kimberly Joanne",215,195,20
2011,Dunedin South,Alliance,"MURRAY, Kay Elizabeth",142,129,13
2011,Dunedin South,Democrats for Social Credit,"VOIGHT, Warren Raymond",238,231,7
2011,Dunedin South,Green Party,"GALLAGHER, Shane Anthony",3197,2868,329
2011,Dunedin South,Labour Party,"CURRAN, Clare Elizabeth",16844,15752,1092
2011,Dunedin South,NZ First,"RATANA, Randall Anthony",979,915,64
2011,Dunedin South,National Party,"HAYES, Joanne Kowhai",12669,11880,789
2011,Dunedin South,Restore All Things in Christ,"WANSINK, Robert Charles",167,154,13
2011,East Coast,ACT,"NORVILL, John Anthony",140,130,10
2011,East Coast,Conservative,"SHELDRAKE, Kathrine Mary",1352,1292,60
2011,East Coast,Green Party,"MONTEITH, Darryl Stuart",2452,2186,266
2011,East Coast,Labour Party,"MACKEY, Moana Lynore",9229,8637,592
2011,East Coast,Mana,"IRWIN, Valentine",256,231,25
2011,East Coast,NZ First,"REID, Tamati Kaiwai",1184,1119,65
2011,East Coast,National Party,"TOLLEY, Anne Merrilyn",14003,13140,863
2011,East Coast,United Future,"GIBSON, Martin James",392,361,31
2011,East Coast Bays,ACT,"HUTTON, Toby James",467,421,46
2011,East Coast Bays,Conservative,"DYER, Simonne Marie",1614,1513,101
2011,East Coast Bays,Green Party,"STANSFIELD, Brett Thomas",2832,2515,317
2011,East Coast Bays,Labour Party,"GOLDSMITH, Vivienne Jayne",6453,5889,564
2011,East Coast Bays,National Party,"McCULLY, Murray Stuart",21094,19371,1723
2011,Epsom,ACT,"BANKS, John",15835,14157,1678
2011,Epsom,Conservative,"KAN, Shuimo Simon",342,303,39
2011,Epsom,Green Party,"HAY, David Robert",2160,1675,485
2011,Epsom,Independent,"GOODE, Matthew Gavin",59,53,6
2011,Epsom,Independent,"BRIGHT, Penelope Mary",124,106,18
2011,Epsom,Labour Party,"PARKER, David William",3751,3097,654
2011,Epsom,Mana,"O'DEA, Patrick John",66,46,20
2011,Epsom,National Party,"GOLDSMITH, Paul Jonathan",13574,11643,1931
2011,Hamilton East,ACT,"MALLETT, Garry Bruce",230,211,19
2011,Hamilton East,Conservative,"JACKSON, Robyn Louise",752,693,59
2011,Hamilton East,Democrats for Social Credit,"McKENZIE, Carolyn Lee",54,48,6
2011,Hamilton East,Green Party,"MARRYATT, Nicholas John",1697,1433,264
2011,Hamilton East,Labour Party,"SCHOENBERGER-ORGAD, Sehai",10230,9131,1099
2011,Hamilton East,NZ First,"STEWART, Gordon James",797,727,70
2011,Hamilton East,National Party,"BENNETT, David Allister",18505,16833,1672
2011,Hamilton East,Pirate Party of NZ,"KINGSBURY, Warren Bruce",137,120,17
2011,Hamilton West,Conservative,"GREGORY, Patricia Sally Jane",744,689,55
2011,Hamilton West,Democrats for Social Credit,"PORT, Leslie David",75,68,7
2011,Hamilton West,Independent,"CURTIS, Robert Ashmore",159,141,18
2011,Hamilton West,Independent,"WIKIRIWHI, Timothy Denis",115,102,13
2011,Hamilton West,Labour Party,"MORONEY, Suzanne Mary",12169,11068,1101
2011,Hamilton West,NZ First,"GUDGEON, William Mulligan",1294,1187,107
2011,Hamilton West,National Party,"MACINDOE, Timothy Harley",16587,15085,1502
2011,Hauraki-Waikato,Labour Party,"MAHUTA, Nanaia Cybele",9751,8730,1021
2011,Hauraki-Waikato,Mana,"GREENSILL, Angeline Ngahina",3816,3303,513
2011,Hauraki-Waikato,Maori Party,"TE MATAKI, Tau Huia",2899,2533,366
2011,Hauraki-Waikato,Nga Iwi,"KARAMAENE, Te Ariki Derek",238,208,30
2011,Helensville,ACT,"KEARNEY, Nicholas Norman",180,161,19
2011,Helensville,Aotearoa Legalise Cannabis Party,"McDERMOTT, Adrian Gordon",319,262,57
2011,Helensville,Conservative,"DRAYSON, Rick John",941,868,73
2011,Helensville,Green Party,"ELLEY, Jeanette Susan",2575,2218,357
2011,Helensville,Labour Party,"GREENBROOK-HELD, Piers Jeremy",4945,4365,580
2011,Helensville,National Party,"KEY, John Phillip",26011,23454,2557
2011,Hunua,ACT,"CUMMINGS, Ian James",440,393,47
2011,Hunua,Conservative,"CAMPBELL, Kevin Patrick",1373,1291,82
2011,Hunua,Democrats for Social Credit,"MITCHELL, Huia Jean",81,76,5
2011,Hunua,Green Party,"WATTS, Charmaine Anthea",2576,2309,267
2011,Hunua,Labour Party,"HILLS, Richard Brian",5766,5173,593
2011,Hunua,Maori Party,"PHILLIPS, Thomas Tuatu Toihau",194,174,20
2011,Hunua,NZ First,"NABBS, Douglas William John",1405,1305,100
2011,Hunua,National Party,"HUTCHISON, Charles Paul Telford",22563,20678,1885
2011,Hutt South,ACT,"SPEIRS, Richard Alexander",172,154,18
2011,Hutt South,Conservative,"COPELAND, Gordon",1015,948,67
2011,Hutt South,Green Party,"WALKER, Holly Ruth Haines",3693,3261,432
2011,Hutt South,Labour Party,"MALLARD, Trevor Colin",15828,14339,1489
2011,Hutt South,National Party,"QUINN, Bernard Paul",11003,10139,864
2011,Hutt South,United Future,"EADDY, Robert Raymond",342,324,18
2011,Ikaroa-Rawhiti,Independent,"WAIRAU, Maurice Te Maaki",332,298,34
2011,Ikaroa-Rawhiti,Labour Party,"HOROMIA, Parekura Tureia",10558,9575,983
2011,Ikaroa-Rawhiti,Mana,"McCLUTCHIE, Renata Tawhai",2484,2204,280
2011,Ikaroa-Rawhiti,Maori Party,"RAIHANIA, Na Rongowhakaata",4017,3617,400
2011,Ilam,ACT,"VEALE, Gareth Rhys",252,220,32
2011,Ilam,Conservative,"LARKINS, Roger David",767,695,72
2011,Ilam,Green Party,"GRAHAM, Kennedy Gollan Montrose",5099,4414,685
2011,Ilam,Labour Party,"PARSONS, John Francis",6758,6018,740
2011,Ilam,National Party,"BROWNLEE, Gerard Anthony",20070,17943,2127
2011,Ilam,United Future,"ROBERTS, Vanessa Joy",280,246,34
2011,Invercargill,ACT,"CARLINE, Ian Allan",276,257,19
2011,Invercargill,Democrats for Social Credit,"de RUYTER, Stephnie Jane",521,491,30
2011,Invercargill,Green Party,"KENNEDY, David John",2433,2157,276
2011,Invercargill,Labour Party,"SOPER, Lesley Frances",11012,10384,628
2011,Invercargill,Libertarianz,"PLEASANCE, Shane",133,120,13
2011,Invercargill,National Party,"ROY, Eric Wilbur",17275,16138,1137
2011,Kaikoura,ACT,"EVANS, Richard Warwick",457,422,35
2011,Kaikoura,Democrats for Social Credit,"McCASKEY, John Stuart James",283,266,17
2011,Kaikoura,Green Party,"BROWNING, Steffan John",3784,3397,387
2011,Kaikoura,Labour Party,"COLLYNS, Elizabeth Julia",8516,7964,552
2011,Kaikoura,Libertarianz,"HAYES, Ian",131,122,9
2011,Kaikoura,National Party,"KING, Colin McDonald",19961,18467,1494
2011,Mana,ACT,"WARREN, Michael John",182,159,23
2011,Mana,Aotearoa Legalise Cannabis Party,"GOODE, Richard Simon",332,281,51
2011,Mana,Green Party,"LOGIE, Heather Janet",2652,2317,335
2011,Mana,Labour Party,"FAAFOI, Kristopher John",16323,14727,1596
2011,Mana,National Party,"PARATA, Patricia Hekia",14093,12890,1203
2011,Mangere,ACT,"COSTELLO, Cassandra Jane",121,110,11
2011,Mangere,Conservative,"GAGAMOE, Fa'avae Cherry",584,534,50
2011,Mangere,Green Party,"ROSS, Todd Caleb",1030,906,124
2011,Mangere,Labour Party,"SIO, Su'a Viliamu",18177,16047,2130
2011,Mangere,Mana,"PAPALI'I, James Philip",422,349,73
2011,Mangere,NZ First,"ILALIO, Oliva",597,540,57
