year,electorate,party,ordinary_special,before_onday,local_overseas,votes
2002,Piako,Christian Heritage,special,normal,local,33
2002,Piako,Christian Heritage,ordinary,advanced,local,18
2002,Piako,Christian Heritage,special,advanced,local,2
2002,Piako,Christian Heritage,special,advanced,overseas,5
2002,Piako,Green Party,ordinary,normal,local,1150
2002,Piako,Green Party,special,normal,local,187
2002,Piako,Green Party,ordinary,advanced,local,65
2002,Piako,Green Party,special,advanced,local,25
2002,Piako,Green Party,special,advanced,overseas,7
2002,Piako,Labour Party,ordinary,normal,local,8466
2002,Piako,Labour Party,special,normal,local,730
2002,Piako,Labour Party,ordinary,advanced,local,387
2002,Piako,Labour Party,special,advanced,local,68
2002,Piako,Labour Party,special,advanced,overseas,37
2002,Piako,Legalise Cannabis,ordinary,normal,local,103
2002,Piako,Legalise Cannabis,special,normal,local,35
2002,Piako,Legalise Cannabis,ordinary,advanced,local,2
2002,Piako,Legalise Cannabis,special,advanced,local,2
2002,Piako,Legalise Cannabis,special,advanced,overseas,0
2002,Piako,Mana Maori,ordinary,normal,local,8
2002,Piako,Mana Maori,special,normal,local,4
2002,Piako,Mana Maori,ordinary,advanced,local,0
2002,Piako,Mana Maori,special,advanced,local,0
2002,Piako,Mana Maori,special,advanced,overseas,0
2002,Piako,National Party,ordinary,normal,local,6942
2002,Piako,National Party,special,normal,local,687
2002,Piako,National Party,ordinary,advanced,local,336
2002,Piako,National Party,special,advanced,local,69
2002,Piako,National Party,special,advanced,overseas,32
2002,Piako,NMP,ordinary,normal,local,4
2002,Piako,NMP,special,normal,local,0
2002,Piako,NMP,ordinary,advanced,local,0
2002,Piako,NMP,special,advanced,local,0
2002,Piako,NMP,special,advanced,overseas,0
2002,Piako,NZ First,ordinary,normal,local,4190
2002,Piako,NZ First,special,normal,local,283
2002,Piako,NZ First,ordinary,advanced,local,239
2002,Piako,NZ First,special,advanced,local,36
2002,Piako,NZ First,special,advanced,overseas,4
2002,Piako,OneNZ Party,ordinary,normal,local,15
2002,Piako,OneNZ Party,special,normal,local,2
2002,Piako,OneNZ Party,ordinary,advanced,local,0
2002,Piako,OneNZ Party,special,advanced,local,0
2002,Piako,OneNZ Party,special,advanced,overseas,0
2002,Piako,Outdoor Rec. NZ,ordinary,normal,local,455
2002,Piako,Outdoor Rec. NZ,special,normal,local,44
2002,Piako,Outdoor Rec. NZ,ordinary,advanced,local,17
2002,Piako,Outdoor Rec. NZ,special,advanced,local,0
2002,Piako,Outdoor Rec. NZ,special,advanced,overseas,1
2002,Piako,Progressive Coalition,ordinary,normal,local,311
2002,Piako,Progressive Coalition,special,normal,local,25
2002,Piako,Progressive Coalition,ordinary,advanced,local,20
2002,Piako,Progressive Coalition,special,advanced,local,5
2002,Piako,Progressive Coalition,special,advanced,overseas,2
2002,Piako,United Future,ordinary,normal,local,1801
2002,Piako,United Future,special,normal,local,139
2002,Piako,United Future,ordinary,advanced,local,73
2002,Piako,United Future,special,advanced,local,23
2002,Piako,United Future,special,advanced,overseas,2
2002,Port Waikato,ACT,ordinary,normal,local,2906
2002,Port Waikato,ACT,special,normal,local,279
2002,Port Waikato,ACT,ordinary,advanced,local,97
2002,Port Waikato,ACT,special,advanced,local,22
2002,Port Waikato,ACT,special,advanced,overseas,22
2002,Port Waikato,Alliance,ordinary,normal,local,137
2002,Port Waikato,Alliance,special,normal,local,25
2002,Port Waikato,Alliance,ordinary,advanced,local,2
2002,Port Waikato,Alliance,special,advanced,local,2
2002,Port Waikato,Alliance,special,advanced,overseas,0
2002,Port Waikato,Christian Heritage,ordinary,normal,local,358
2002,Port Waikato,Christian Heritage,special,normal,local,38
2002,Port Waikato,Christian Heritage,ordinary,advanced,local,14
2002,Port Waikato,Christian Heritage,special,advanced,local,1
2002,Port Waikato,Christian Heritage,special,advanced,overseas,0
2002,Port Waikato,Green Party,ordinary,normal,local,1414
2002,Port Waikato,Green Party,special,normal,local,248
2002,Port Waikato,Green Party,ordinary,advanced,local,46
2002,Port Waikato,Green Party,special,advanced,local,12
2002,Port Waikato,Green Party,special,advanced,overseas,13
2002,Port Waikato,Labour Party,ordinary,normal,local,7635
2002,Port Waikato,Labour Party,special,normal,local,757
2002,Port Waikato,Labour Party,ordinary,advanced,local,209
2002,Port Waikato,Labour Party,special,advanced,local,44
2002,Port Waikato,Labour Party,special,advanced,overseas,36
2002,Port Waikato,Legalise Cannabis,ordinary,normal,local,115
2002,Port Waikato,Legalise Cannabis,special,normal,local,24
2002,Port Waikato,Legalise Cannabis,ordinary,advanced,local,2
2002,Port Waikato,Legalise Cannabis,special,advanced,local,0
2002,Port Waikato,Legalise Cannabis,special,advanced,overseas,1
2002,Port Waikato,Mana Maori,ordinary,normal,local,9
2002,Port Waikato,Mana Maori,special,normal,local,5
2002,Port Waikato,Mana Maori,ordinary,advanced,local,1
2002,Port Waikato,Mana Maori,special,advanced,local,0
2002,Port Waikato,Mana Maori,special,advanced,overseas,0
2002,Port Waikato,National Party,ordinary,normal,local,7407
2002,Port Waikato,National Party,special,normal,local,710
2002,Port Waikato,National Party,ordinary,advanced,local,215
2002,Port Waikato,National Party,special,advanced,local,58
2002,Port Waikato,National Party,special,advanced,overseas,42
2002,Port Waikato,NMP,ordinary,normal,local,2
2002,Port Waikato,NMP,special,normal,local,0
2002,Port Waikato,NMP,ordinary,advanced,local,0
2002,Port Waikato,NMP,special,advanced,local,0
2002,Port Waikato,NMP,special,advanced,overseas,0
2002,Port Waikato,NZ First,ordinary,normal,local,4563
2002,Port Waikato,NZ First,special,normal,local,355
2002,Port Waikato,NZ First,ordinary,advanced,local,160
2002,Port Waikato,NZ First,special,advanced,local,30
2002,Port Waikato,NZ First,special,advanced,overseas,12
2002,Port Waikato,OneNZ Party,ordinary,normal,local,23
2002,Port Waikato,OneNZ Party,special,normal,local,3
2002,Port Waikato,OneNZ Party,ordinary,advanced,local,1
2002,Port Waikato,OneNZ Party,special,advanced,local,0
2002,Port Waikato,OneNZ Party,special,advanced,overseas,0
2002,Port Waikato,Outdoor Rec. NZ,ordinary,normal,local,449
2002,Port Waikato,Outdoor Rec. NZ,special,normal,local,42
2002,Port Waikato,Outdoor Rec. NZ,ordinary,advanced,local,13
2002,Port Waikato,Outdoor Rec. NZ,special,advanced,local,0
2002,Port Waikato,Outdoor Rec. NZ,special,advanced,overseas,1
2002,Port Waikato,Progressive Coalition,ordinary,normal,local,271
2002,Port Waikato,Progressive Coalition,special,normal,local,27
2002,Port Waikato,Progressive Coalition,ordinary,advanced,local,8
2002,Port Waikato,Progressive Coalition,special,advanced,local,3
2002,Port Waikato,Progressive Coalition,special,advanced,overseas,3
2002,Port Waikato,United Future,ordinary,normal,local,1814
2002,Port Waikato,United Future,special,normal,local,138
2002,Port Waikato,United Future,ordinary,advanced,local,57
2002,Port Waikato,United Future,special,advanced,local,11
2002,Port Waikato,United Future,special,advanced,overseas,6
2002,Rakaia,ACT,ordinary,normal,local,2150
2002,Rakaia,ACT,special,normal,local,176
2002,Rakaia,ACT,ordinary,advanced,local,154
2002,Rakaia,ACT,special,advanced,local,16
2002,Rakaia,ACT,special,advanced,overseas,29
2002,Rakaia,Alliance,ordinary,normal,local,238
2002,Rakaia,Alliance,special,normal,local,21
2002,Rakaia,Alliance,ordinary,advanced,local,8
2002,Rakaia,Alliance,special,advanced,local,1
2002,Rakaia,Alliance,special,advanced,overseas,4
2002,Rakaia,Christian Heritage,ordinary,normal,local,361
2002,Rakaia,Christian Heritage,special,normal,local,31
2002,Rakaia,Christian Heritage,ordinary,advanced,local,23
2002,Rakaia,Christian Heritage,special,advanced,local,1
2002,Rakaia,Christian Heritage,special,advanced,overseas,4
2002,Rakaia,Green Party,ordinary,normal,local,1299
2002,Rakaia,Green Party,special,normal,local,206
2002,Rakaia,Green Party,ordinary,advanced,local,67
2002,Rakaia,Green Party,special,advanced,local,14
2002,Rakaia,Green Party,special,advanced,overseas,24
2002,Rakaia,Labour Party,ordinary,normal,local,8642
2002,Rakaia,Labour Party,special,normal,local,662
2002,Rakaia,Labour Party,ordinary,advanced,local,487
2002,Rakaia,Labour Party,special,advanced,local,69
2002,Rakaia,Labour Party,special,advanced,overseas,78
2002,Rakaia,Legalise Cannabis,ordinary,normal,local,110
2002,Rakaia,Legalise Cannabis,special,normal,local,19
2002,Rakaia,Legalise Cannabis,ordinary,advanced,local,3
2002,Rakaia,Legalise Cannabis,special,advanced,local,1
2002,Rakaia,Legalise Cannabis,special,advanced,overseas,4
2002,Rakaia,Mana Maori,ordinary,normal,local,2
2002,Rakaia,Mana Maori,special,normal,local,3
2002,Rakaia,Mana Maori,ordinary,advanced,local,0
2002,Rakaia,Mana Maori,special,advanced,local,0
2002,Rakaia,Mana Maori,special,advanced,overseas,3
2002,Rakaia,National Party,ordinary,normal,local,9490
2002,Rakaia,National Party,special,normal,local,730
2002,Rakaia,National Party,ordinary,advanced,local,571
2002,Rakaia,National Party,special,advanced,local,60
2002,Rakaia,National Party,special,advanced,overseas,75
2002,Rakaia,NMP,ordinary,normal,local,1
2002,Rakaia,NMP,special,normal,local,1
2002,Rakaia,NMP,ordinary,advanced,local,1
2002,Rakaia,NMP,special,advanced,local,0
2002,Rakaia,NMP,special,advanced,overseas,0
2002,Rakaia,NZ First,ordinary,normal,local,2440
2002,Rakaia,NZ First,special,normal,local,156
2002,Rakaia,NZ First,ordinary,advanced,local,144
2002,Rakaia,NZ First,special,advanced,local,17
2002,Rakaia,NZ First,special,advanced,overseas,9
2002,Rakaia,OneNZ Party,ordinary,normal,local,8
2002,Rakaia,OneNZ Party,special,normal,local,0
2002,Rakaia,OneNZ Party,ordinary,advanced,local,0
2002,Rakaia,OneNZ Party,special,advanced,local,0
2002,Rakaia,OneNZ Party,special,advanced,overseas,0
2002,Rakaia,Outdoor Rec. NZ,ordinary,normal,local,554
2002,Rakaia,Outdoor Rec. NZ,special,normal,local,45
2002,Rakaia,Outdoor Rec. NZ,ordinary,advanced,local,50
2002,Rakaia,Outdoor Rec. NZ,special,advanced,local,3
2002,Rakaia,Outdoor Rec. NZ,special,advanced,overseas,6
2002,Rakaia,Progressive Coalition,ordinary,normal,local,522
2002,Rakaia,Progressive Coalition,special,normal,local,38
2002,Rakaia,Progressive Coalition,ordinary,advanced,local,23
2002,Rakaia,Progressive Coalition,special,advanced,local,4
2002,Rakaia,Progressive Coalition,special,advanced,overseas,2
2002,Rakaia,United Future,ordinary,normal,local,2064
2002,Rakaia,United Future,special,normal,local,146
2002,Rakaia,United Future,ordinary,advanced,local,91
2002,Rakaia,United Future,special,advanced,local,14
2002,Rakaia,United Future,special,advanced,overseas,4
2002,Rangitikei,ACT,ordinary,normal,local,1538
2002,Rangitikei,ACT,special,normal,local,135
2002,Rangitikei,ACT,ordinary,advanced,local,91
2002,Rangitikei,ACT,special,advanced,local,32
2002,Rangitikei,ACT,special,advanced,overseas,20
2002,Rangitikei,Alliance,ordinary,normal,local,304
2002,Rangitikei,Alliance,special,normal,local,19
2002,Rangitikei,Alliance,ordinary,advanced,local,6
2002,Rangitikei,Alliance,special,advanced,local,5
2002,Rangitikei,Alliance,special,advanced,overseas,0
2002,Rangitikei,Christian Heritage,ordinary,normal,local,542
2002,Rangitikei,Christian Heritage,special,normal,local,33
2002,Rangitikei,Christian Heritage,ordinary,advanced,local,34
2002,Rangitikei,Christian Heritage,special,advanced,local,5
2002,Rangitikei,Christian Heritage,special,advanced,overseas,2
2002,Rangitikei,Green Party,ordinary,normal,local,1137
2002,Rangitikei,Green Party,special,normal,local,155
2002,Rangitikei,Green Party,ordinary,advanced,local,55
2002,Rangitikei,Green Party,special,advanced,local,31
2002,Rangitikei,Green Party,special,advanced,overseas,20
2002,Rangitikei,Labour Party,ordinary,normal,local,9333
2002,Rangitikei,Labour Party,special,normal,local,690
2002,Rangitikei,Labour Party,ordinary,advanced,local,435
2002,Rangitikei,Labour Party,special,advanced,local,183
2002,Rangitikei,Labour Party,special,advanced,overseas,58
2002,Rangitikei,Legalise Cannabis,ordinary,normal,local,161
2002,Rangitikei,Legalise Cannabis,special,normal,local,15
2002,Rangitikei,Legalise Cannabis,ordinary,advanced,local,10
2002,Rangitikei,Legalise Cannabis,special,advanced,local,2
2002,Rangitikei,Legalise Cannabis,special,advanced,overseas,2
2002,Rangitikei,Mana Maori,ordinary,normal,local,8
2002,Rangitikei,Mana Maori,special,normal,local,5
2002,Rangitikei,Mana Maori,ordinary,advanced,local,0
2002,Rangitikei,Mana Maori,special,advanced,local,0
2002,Rangitikei,Mana Maori,special,advanced,overseas,0
2002,Rangitikei,National Party,ordinary,normal,local,7010
2002,Rangitikei,National Party,special,normal,local,552
2002,Rangitikei,National Party,ordinary,advanced,local,431
2002,Rangitikei,National Party,special,advanced,local,152
2002,Rangitikei,National Party,special,advanced,overseas,69
2002,Rangitikei,NMP,ordinary,normal,local,7
2002,Rangitikei,NMP,special,normal,local,0
2002,Rangitikei,NMP,ordinary,advanced,local,0
2002,Rangitikei,NMP,special,advanced,local,0
2002,Rangitikei,NMP,special,advanced,overseas,0
2002,Rangitikei,NZ First,ordinary,normal,local,3034
2002,Rangitikei,NZ First,special,normal,local,149
2002,Rangitikei,NZ First,ordinary,advanced,local,163
2002,Rangitikei,NZ First,special,advanced,local,66
2002,Rangitikei,NZ First,special,advanced,overseas,7
2002,Rangitikei,OneNZ Party,ordinary,normal,local,36
2002,Rangitikei,OneNZ Party,special,normal,local,2
2002,Rangitikei,OneNZ Party,ordinary,advanced,local,1
2002,Rangitikei,OneNZ Party,special,advanced,local,0
2002,Rangitikei,OneNZ Party,special,advanced,overseas,0
2002,Rangitikei,Outdoor Rec. NZ,ordinary,normal,local,417
2002,Rangitikei,Outdoor Rec. NZ,special,normal,local,31
2002,Rangitikei,Outdoor Rec. NZ,ordinary,advanced,local,21
2002,Rangitikei,Outdoor Rec. NZ,special,advanced,local,5
2002,Rangitikei,Outdoor Rec. NZ,special,advanced,overseas,4
2002,Rangitikei,Progressive Coalition,ordinary,normal,local,403
2002,Rangitikei,Progressive Coalition,special,normal,local,22
2002,Rangitikei,Progressive Coalition,ordinary,advanced,local,21
2002,Rangitikei,Progressive Coalition,special,advanced,local,7
2002,Rangitikei,Progressive Coalition,special,advanced,overseas,2
2002,Rangitikei,United Future,ordinary,normal,local,1930
2002,Rangitikei,United Future,special,normal,local,132
2002,Rangitikei,United Future,ordinary,advanced,local,103
2002,Rangitikei,United Future,special,advanced,local,18
2002,Rangitikei,United Future,special,advanced,overseas,2
2002,Rimutaka,ACT,ordinary,normal,local,1689
2002,Rimutaka,ACT,special,normal,local,147
2002,Rimutaka,ACT,ordinary,advanced,local,123
2002,Rimutaka,ACT,special,advanced,local,12
2002,Rimutaka,ACT,special,advanced,overseas,33
2002,Rimutaka,Alliance,ordinary,normal,local,322
2002,Rimutaka,Alliance,special,normal,local,48
2002,Rimutaka,Alliance,ordinary,advanced,local,19
2002,Rimutaka,Alliance,special,advanced,local,3
2002,Rimutaka,Alliance,special,advanced,overseas,2
2002,Rimutaka,Christian Heritage,ordinary,normal,local,447
2002,Rimutaka,Christian Heritage,special,normal,local,50
2002,Rimutaka,Christian Heritage,ordinary,advanced,local,23
2002,Rimutaka,Christian Heritage,special,advanced,local,4
2002,Rimutaka,Christian Heritage,special,advanced,overseas,2
2002,Rimutaka,Green Party,ordinary,normal,local,1358
2002,Rimutaka,Green Party,special,normal,local,206
2002,Rimutaka,Green Party,ordinary,advanced,local,70
2002,Rimutaka,Green Party,special,advanced,local,15
2002,Rimutaka,Green Party,special,advanced,overseas,34
2002,Rimutaka,Labour Party,ordinary,normal,local,12795
2002,Rimutaka,Labour Party,special,normal,local,1168
2002,Rimutaka,Labour Party,ordinary,advanced,local,704
2002,Rimutaka,Labour Party,special,advanced,local,84
2002,Rimutaka,Labour Party,special,advanced,overseas,105
2002,Rimutaka,Legalise Cannabis,ordinary,normal,local,130
2002,Rimutaka,Legalise Cannabis,special,normal,local,40
2002,Rimutaka,Legalise Cannabis,ordinary,advanced,local,8
2002,Rimutaka,Legalise Cannabis,special,advanced,local,0
2002,Rimutaka,Legalise Cannabis,special,advanced,overseas,1
2002,Rimutaka,Mana Maori,ordinary,normal,local,6
2002,Rimutaka,Mana Maori,special,normal,local,0
2002,Rimutaka,Mana Maori,ordinary,advanced,local,1
2002,Rimutaka,Mana Maori,special,advanced,local,0
2002,Rimutaka,Mana Maori,special,advanced,overseas,0
2002,Rimutaka,National Party,ordinary,normal,local,4543
2002,Rimutaka,National Party,special,normal,local,468
2002,Rimutaka,National Party,ordinary,advanced,local,282
2002,Rimutaka,National Party,special,advanced,local,37
2002,Rimutaka,National Party,special,advanced,overseas,57
2002,Rimutaka,NMP,ordinary,normal,local,7
2002,Rimutaka,NMP,special,normal,local,1
2002,Rimutaka,NMP,ordinary,advanced,local,2
2002,Rimutaka,NMP,special,advanced,local,0
2002,Rimutaka,NMP,special,advanced,overseas,0
2002,Rimutaka,NZ First,ordinary,normal,local,2290
2002,Rimutaka,NZ First,special,normal,local,179
2002,Rimutaka,NZ First,ordinary,advanced,local,150
2002,Rimutaka,NZ First,special,advanced,local,13
2002,Rimutaka,NZ First,special,advanced,overseas,9
2002,Rimutaka,OneNZ Party,ordinary,normal,local,70
2002,Rimutaka,OneNZ Party,special,normal,local,4
2002,Rimutaka,OneNZ Party,ordinary,advanced,local,8
2002,Rimutaka,OneNZ Party,special,advanced,local,0
2002,Rimutaka,OneNZ Party,special,advanced,overseas,0
2002,Rimutaka,Outdoor Rec. NZ,ordinary,normal,local,479
2002,Rimutaka,Outdoor Rec. NZ,special,normal,local,39
2002,Rimutaka,Outdoor Rec. NZ,ordinary,advanced,local,35
2002,Rimutaka,Outdoor Rec. NZ,special,advanced,local,5
2002,Rimutaka,Outdoor Rec. NZ,special,advanced,overseas,4
2002,Rimutaka,Progressive Coalition,ordinary,normal,local,587
2002,Rimutaka,Progressive Coalition,special,normal,local,43
2002,Rimutaka,Progressive Coalition,ordinary,advanced,local,27
2002,Rimutaka,Progressive Coalition,special,advanced,local,5
2002,Rimutaka,Progressive Coalition,special,advanced,overseas,7
2002,Rimutaka,United Future,ordinary,normal,local,2650
2002,Rimutaka,United Future,special,normal,local,165
2002,Rimutaka,United Future,ordinary,advanced,local,98
2002,Rimutaka,United Future,special,advanced,local,16
2002,Rimutaka,United Future,special,advanced,overseas,4
2002,Rodney,ACT,ordinary,normal,local,2575
2002,Rodney,ACT,special,normal,local,203
2002,Rodney,ACT,ordinary,advanced,local,158
2002,Rodney,ACT,special,advanced,local,27
2002,Rodney,ACT,special,advanced,overseas,31
2002,Rodney,Alliance,ordinary,normal,local,194
2002,Rodney,Alliance,special,normal,local,25
2002,Rodney,Alliance,ordinary,advanced,local,8
2002,Rodney,Alliance,special,advanced,local,4
2002,Rodney,Alliance,special,advanced,overseas,4
2002,Rodney,Christian Heritage,ordinary,normal,local,309
2002,Rodney,Christian Heritage,special,normal,local,46
2002,Rodney,Christian Heritage,ordinary,advanced,local,18
2002,Rodney,Christian Heritage,special,advanced,local,5
2002,Rodney,Christian Heritage,special,advanced,overseas,1
2002,Rodney,Green Party,ordinary,normal,local,1628
2002,Rodney,Green Party,special,normal,local,265
2002,Rodney,Green Party,ordinary,advanced,local,109
2002,Rodney,Green Party,special,advanced,local,24
2002,Rodney,Green Party,special,advanced,overseas,30
2002,Rodney,Labour Party,ordinary,normal,local,8903
2002,Rodney,Labour Party,special,normal,local,885
2002,Rodney,Labour Party,ordinary,advanced,local,540
2002,Rodney,Labour Party,special,advanced,local,114
2002,Rodney,Labour Party,special,advanced,overseas,72
2002,Rodney,Legalise Cannabis,ordinary,normal,local,84
2002,Rodney,Legalise Cannabis,special,normal,local,17
2002,Rodney,Legalise Cannabis,ordinary,advanced,local,1
2002,Rodney,Legalise Cannabis,special,advanced,local,0
2002,Rodney,Legalise Cannabis,special,advanced,overseas,1
2002,Rodney,Mana Maori,ordinary,normal,local,4
2002,Rodney,Mana Maori,special,normal,local,1
2002,Rodney,Mana Maori,ordinary,advanced,local,0
2002,Rodney,Mana Maori,special,advanced,local,0
2002,Rodney,Mana Maori,special,advanced,overseas,1
2002,Rodney,National Party,ordinary,normal,local,6315
2002,Rodney,National Party,special,normal,local,572
2002,Rodney,National Party,ordinary,advanced,local,412
2002,Rodney,National Party,special,advanced,local,69
2002,Rodney,National Party,special,advanced,overseas,67
2002,Rodney,NMP,ordinary,normal,local,0
2002,Rodney,NMP,special,normal,local,0
2002,Rodney,NMP,ordinary,advanced,local,0
2002,Rodney,NMP,special,advanced,local,0
2002,Rodney,NMP,special,advanced,overseas,0
2002,Rodney,NZ First,ordinary,normal,local,4280
2002,Rodney,NZ First,special,normal,local,326
2002,Rodney,NZ First,ordinary,advanced,local,315
2002,Rodney,NZ First,special,advanced,local,59
2002,Rodney,NZ First,special,advanced,overseas,16
2002,Rodney,OneNZ Party,ordinary,normal,local,17
2002,Rodney,OneNZ Party,special,normal,local,2
2002,Rodney,OneNZ Party,ordinary,advanced,local,1
2002,Rodney,OneNZ Party,special,advanced,local,0
2002,Rodney,OneNZ Party,special,advanced,overseas,0
2002,Rodney,Outdoor Rec. NZ,ordinary,normal,local,299
2002,Rodney,Outdoor Rec. NZ,special,normal,local,29
2002,Rodney,Outdoor Rec. NZ,ordinary,advanced,local,8
2002,Rodney,Outdoor Rec. NZ,special,advanced,local,1
2002,Rodney,Outdoor Rec. NZ,special,advanced,overseas,3
2002,Rodney,Progressive Coalition,ordinary,normal,local,339
2002,Rodney,Progressive Coalition,special,normal,local,27
2002,Rodney,Progressive Coalition,ordinary,advanced,local,19
2002,Rodney,Progressive Coalition,special,advanced,local,3
2002,Rodney,Progressive Coalition,special,advanced,overseas,2
2002,Rodney,United Future,ordinary,normal,local,2578
2002,Rodney,United Future,special,normal,local,229
2002,Rodney,United Future,ordinary,advanced,local,168
2002,Rodney,United Future,special,advanced,local,26
2002,Rodney,United Future,special,advanced,overseas,7
2002,Rongotai,ACT,ordinary,normal,local,1859
2002,Rongotai,ACT,special,normal,local,239
2002,Rongotai,ACT,ordinary,advanced,local,146
2002,Rongotai,ACT,special,advanced,local,23
2002,Rongotai,ACT,special,advanced,overseas,55
2002,Rongotai,Alliance,ordinary,normal,local,639
2002,Rongotai,Alliance,special,normal,local,87
2002,Rongotai,Alliance,ordinary,advanced,local,35
2002,Rongotai,Alliance,special,advanced,local,4
2002,Rongotai,Alliance,special,advanced,overseas,10
2002,Rongotai,Christian Heritage,ordinary,normal,local,191
2002,Rongotai,Christian Heritage,special,normal,local,22
2002,Rongotai,Christian Heritage,ordinary,advanced,local,11
2002,Rongotai,Christian Heritage,special,advanced,local,7
2002,Rongotai,Christian Heritage,special,advanced,overseas,5
2002,Rongotai,Green Party,ordinary,normal,local,3222
2002,Rongotai,Green Party,special,normal,local,644
2002,Rongotai,Green Party,ordinary,advanced,local,244
2002,Rongotai,Green Party,special,advanced,local,51
2002,Rongotai,Green Party,special,advanced,overseas,125
2002,Rongotai,Labour Party,ordinary,normal,local,11981
2002,Rongotai,Labour Party,special,normal,local,1620
2002,Rongotai,Labour Party,ordinary,advanced,local,730
2002,Rongotai,Labour Party,special,advanced,local,186
2002,Rongotai,Labour Party,special,advanced,overseas,266
2002,Rongotai,Legalise Cannabis,ordinary,normal,local,190
2002,Rongotai,Legalise Cannabis,special,normal,local,50
2002,Rongotai,Legalise Cannabis,ordinary,advanced,local,6
2002,Rongotai,Legalise Cannabis,special,advanced,local,3
2002,Rongotai,Legalise Cannabis,special,advanced,overseas,4
2002,Rongotai,Mana Maori,ordinary,normal,local,7
2002,Rongotai,Mana Maori,special,normal,local,11
2002,Rongotai,Mana Maori,ordinary,advanced,local,0
2002,Rongotai,Mana Maori,special,advanced,local,0
2002,Rongotai,Mana Maori,special,advanced,overseas,0
2002,Rongotai,National Party,ordinary,normal,local,4544
2002,Rongotai,National Party,special,normal,local,541
2002,Rongotai,National Party,ordinary,advanced,local,306
2002,Rongotai,National Party,special,advanced,local,80
2002,Rongotai,National Party,special,advanced,overseas,100
2002,Rongotai,NMP,ordinary,normal,local,3
2002,Rongotai,NMP,special,normal,local,0
2002,Rongotai,NMP,ordinary,advanced,local,0
2002,Rongotai,NMP,special,advanced,local,0
2002,Rongotai,NMP,special,advanced,overseas,0
2002,Rongotai,NZ First,ordinary,normal,local,1499
2002,Rongotai,NZ First,special,normal,local,154
2002,Rongotai,NZ First,ordinary,advanced,local,91
2002,Rongotai,NZ First,special,advanced,local,26
2002,Rongotai,NZ First,special,advanced,overseas,13
2002,Rongotai,OneNZ Party,ordinary,normal,local,8
2002,Rongotai,OneNZ Party,special,normal,local,5
2002,Rongotai,OneNZ Party,ordinary,advanced,local,0
2002,Rongotai,OneNZ Party,special,advanced,local,3
2002,Rongotai,OneNZ Party,special,advanced,overseas,0
2002,Rongotai,Outdoor Rec. NZ,ordinary,normal,local,144
2002,Rongotai,Outdoor Rec. NZ,special,normal,local,22
2002,Rongotai,Outdoor Rec. NZ,ordinary,advanced,local,8
2002,Rongotai,Outdoor Rec. NZ,special,advanced,local,0
2002,Rongotai,Outdoor Rec. NZ,special,advanced,overseas,6
2002,Rongotai,Progressive Coalition,ordinary,normal,local,525
2002,Rongotai,Progressive Coalition,special,normal,local,41
2002,Rongotai,Progressive Coalition,ordinary,advanced,local,39
2002,Rongotai,Progressive Coalition,special,advanced,local,8
2002,Rongotai,Progressive Coalition,special,advanced,overseas,5
2002,Rongotai,United Future,ordinary,normal,local,1734
2002,Rongotai,United Future,special,normal,local,167
2002,Rongotai,United Future,ordinary,advanced,local,104
2002,Rongotai,United Future,special,advanced,local,20
2002,Rongotai,United Future,special,advanced,overseas,16
2002,Rotorua,ACT,ordinary,normal,local,1255
2002,Rotorua,ACT,special,normal,local,109
2002,Rotorua,ACT,ordinary,advanced,local,118
2002,Rotorua,ACT,special,advanced,local,15
2002,Rotorua,ACT,special,advanced,overseas,21
2002,Rotorua,Alliance,ordinary,normal,local,209
2002,Rotorua,Alliance,special,normal,local,35
2002,Rotorua,Alliance,ordinary,advanced,local,8
2002,Rotorua,Alliance,special,advanced,local,0
2002,Rotorua,Alliance,special,advanced,overseas,0
2002,Rotorua,Christian Heritage,ordinary,normal,local,312
2002,Rotorua,Christian Heritage,special,normal,local,19
2002,Rotorua,Christian Heritage,ordinary,advanced,local,12
2002,Rotorua,Christian Heritage,special,advanced,local,6
2002,Rotorua,Christian Heritage,special,advanced,overseas,1
2002,Rotorua,Green Party,ordinary,normal,local,1374
2002,Rotorua,Green Party,special,normal,local,202
2002,Rotorua,Green Party,ordinary,advanced,local,76
2002,Rotorua,Green Party,special,advanced,local,7
2002,Rotorua,Green Party,special,advanced,overseas,20
2002,Rotorua,Labour Party,ordinary,normal,local,9100
2002,Rotorua,Labour Party,special,normal,local,853
2002,Rotorua,Labour Party,ordinary,advanced,local,618
2002,Rotorua,Labour Party,special,advanced,local,75
2002,Rotorua,Labour Party,special,advanced,overseas,54
2002,Rotorua,Legalise Cannabis,ordinary,normal,local,115
2002,Rotorua,Legalise Cannabis,special,normal,local,27
2002,Rotorua,Legalise Cannabis,ordinary,advanced,local,8
2002,Rotorua,Legalise Cannabis,special,advanced,local,4
2002,Rotorua,Legalise Cannabis,special,advanced,overseas,2
2002,Rotorua,Mana Maori,ordinary,normal,local,19
2002,Rotorua,Mana Maori,special,normal,local,6
2002,Rotorua,Mana Maori,ordinary,advanced,local,3
2002,Rotorua,Mana Maori,special,advanced,local,0
2002,Rotorua,Mana Maori,special,advanced,overseas,0
2002,Rotorua,National Party,ordinary,normal,local,4856
2002,Rotorua,National Party,special,normal,local,494
2002,Rotorua,National Party,ordinary,advanced,local,378
2002,Rotorua,National Party,special,advanced,local,50
2002,Rotorua,National Party,special,advanced,overseas,31
